Post code,Special code,Submunicipality code,Région code,Province code,Arrondissement code,Municipality code,Sub-municipality name (French),Sub-municipality name (Dutch),Sub-municipality name (German),Région name (German),Région name (Dutch),Région name (French),Province name (German),Province name (Dutch),Province name (French),Arrondissement name (German),Arrondissement name (Dutch),Arrondissement name (French),Municipality name (German),Municipality name (Dutch),Municipality name (French)
5571,0,91013H,3000,90000,91000,91013,Wiesme,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Beauraing
5080,0,92141A,3000,90000,92000,92141,Émines,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,La Bruyère
5543,0,91142E,3000,90000,91000,91142,Heer,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hastière
3581,0,71004D,2000,70000,71000,71004,,Beverlo,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Beringen,
3583,0,71004B,2000,70000,71000,71004,,Paal,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Beringen,
3590,0,71011A,2000,70000,71000,71011,,Diepenbeek,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Diepenbeek,
3640,0,72018B,2000,70000,72000,72018,,Molenbeersel,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Kinrooi,
3717,0,73028A,2000,70000,73000,73028,,Herstappe,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Herstappe,Herstappe
3891,0,71017D,2000,70000,71000,71017,,Buvingen,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Gingelom,
3980,0,71057A,2000,70000,71000,71057,,Tessenderlo,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Tessenderlo,
8553,0,34042B,2000,30000,34000,34042,,Otegem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Zwevegem,
6870,0,84059D,3000,80000,84000,84059,Arville,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Saint-Hubert
7504,0,57081M-II,3000,50000,57000,57081,Froidmont,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7822,0,51004E,3000,50000,51000,51004,Meslin-l'Évêque,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Ath
1401,0,25072B,3000,20002,25000,25072,Baulers,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Nivelles
1460,0,25044A,3000,20002,25000,25044,Ittre,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Ittre
2640,0,11029A,2000,10000,11000,11029,,Mortsel,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Mortsel,
2382,0,13035C,2000,10000,13000,13035,,Poppel,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Ravels,
2310,0,13037A,2000,10000,13000,13037,,Rijkevorsel,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Rijkevorsel,
2547,0,11025A,2000,10000,11000,11025,,Lint,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Lint,
2845,0,11030A,2000,10000,11000,11030,,Niel,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Niel,
2060,0,11002-Z,2000,10000,11000,11002,,Antwerpen,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Antwerpen,
2627,0,11038A,2000,10000,11000,11038,,Schelle,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Schelle,
2381,0,13035B,2000,10000,13000,13035,,Weelde,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Ravels,
2150,0,11007A,2000,10000,11000,11007,,Borsbeek,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Borsbeek,
2387,0,13002A,2000,10000,13000,13002,,Baarle-Hertog,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Baarle-Hertog,
3472,0,24054D,2000,20001,24000,24054,,Kersbeek-Miskom,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Kortenaken,
3272,0,24134D,2000,20001,24000,24134,,Testelt,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Scherpenheuvel-Zichem,
3212,0,24066C,2000,20001,24000,24066,,Pellenberg,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Lubbeek,
1640,0,23101A,2000,20001,23000,23101,,Sint-Genesius-Rode,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Sint-Genesius-Rode,Rhode-Saint-Genèse
3450,0,24028A,2000,20001,24000,24028,,Geetbets,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Geetbets,
1540,0,23032A,2000,20001,23000,23032,,Herne,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Herne,
9473,0,41011C,2000,40000,41000,41011,,Welle,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Denderleeuw,
9112,0,46021D,2000,40000,46000,46021,,Sinaai,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Sint-Niklaas,,,Sint-Niklaas,
9031,0,44021K,2000,40000,44000,44021,,Drongen,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Gent,
9308,0,41002B,2000,40000,41000,41002,,Hofstade,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Aalst,,,Aalst,
4730,0,63061A,3000,60000,63000,63061,,,Raeren,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Raeren,,Raeren
4632,0,62099E,3000,60000,62000,62099,Cerexhe-Heuseux,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Soumagne
4351,0,64063D,3000,60000,64000,64063,Hodeige,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Remicourt
4480,0,61080C,3000,60000,61000,61080,Clermont-sous-Huy,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Engis
4910,0,63076C,3000,60000,63000,63076,La Reid,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Theux
7510,1,57081P-III,3000,50000,57000,57081,Orcq,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Tournai
7020,0,53053G,3000,50000,53000,53053,Maisières,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Mons
6534,0,56078B,3000,50000,56000,56078,Gozée,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Thuin
7860,0,55023A,3000,50000,51000,51069,Lessines,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Lessines
7330,0,53070A,3000,50000,53000,53070,Saint-Ghislain,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Saint-Ghislain
7864,0,55023B,3000,50000,51000,51069,Deux-Acren,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Lessines
7100,0,55022A,3000,50000,58000,58001,La Louvière,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,La Louvière,,,La Louvière
6531,0,56078C,3000,50000,56000,56078,Biesme-sous-Thuin,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Thuin
3722,0,73040B,2000,70000,73000,73040,,Wintershoven,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Kortessem,
8550,0,34042A,2000,30000,34000,34042,,Zwevegem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Zwevegem,
8691,0,38002C,2000,30000,38000,38002,,Leisele,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Veurne,,,Alveringem,
8700,0,37015A,2000,30000,37000,37015,,Tielt,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Tielt,,,Tielt,
8760,0,37007A,2000,30000,37000,37007,,Meulebeke,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Tielt,,,Meulebeke,
6840,0,84043A,3000,80000,84000,84043,Neufchâteau,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Neufchâteau
6983,0,83031C,3000,80000,83000,83031,Ortho,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,La Roche-en-Ardenne
6987,0,83044A,3000,80000,83000,83044,Rendeux,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Rendeux
3120,0,24109A,2000,20001,24000,24109,,Tremelo,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Tremelo,
1541,0,23032C,2000,20001,23000,23032,,Sint-Pieters-Kapelle,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Herne,
3270,0,24134-Z,2000,20001,24000,24134,,Scherpenheuvel,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Scherpenheuvel-Zichem,
5351,0,92097B,3000,90000,92000,92097,Haillot,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Ohey
5540,0,91142B,3000,90000,91000,91142,Hastière-par-delà,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hastière
5550,0,91143C-I,3000,90000,91000,91143,Sugny,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Vresse-sur-Semois
3582,0,71004C,2000,70000,71000,71004,,Koersel,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Beringen,
3850,0,71045A,2000,70000,71000,71045,,Nieuwerkerken,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Nieuwerkerken,
8480,0,35006B,2000,30000,35000,35006,,Eernegem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Oostende,,,Ichtegem,
8570,0,34002A,2000,30000,34000,34002,,Anzegem,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Kortrijk,Courtrai,,Anzegem,
8830,0,36006A,2000,30000,36000,36006,,Hooglede,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Roeselare,,,Hooglede,
8978,0,33021F,2000,30000,33000,33021,,Watou,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Ieper,Ypres,,Poperinge,
3300,0,24107A,2000,20001,24000,24107,,Tienen,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Tienen,
3401,0,24059C-I,2000,20001,24000,24059,,Walshoutem,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Landen,
3210,0,24066A,2000,20001,24000,24066,,Lubbeek,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Lubbeek,
1501,0,23027B,2000,20001,23000,23027,,Buizingen,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Halle,
1950,0,23099A,2000,20001,23000,23099,,Kraainem,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Kraainem,Kraainem
9771,0,45017D,2000,40000,45000,45068,,Nokere,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Kruisem,
9190,0,46024-Z,2000,40000,46000,46024,,Stekene,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Sint-Niklaas,,,Stekene,
9051,0,44021J-I,2000,40000,44000,44021,,Sint-Denijs-Westrem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Gent,,,Gent,
9700,0,45035A-I,2000,40000,45000,45035,,Oudenaarde,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Oudenaarde,
9770,0,45017-Z,2000,40000,45000,45068,,Kruishoutem,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Kruisem,
4181,0,61024C,3000,60000,61000,61024,Filot,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Hamoir
4342,0,62006C,3000,60000,62000,62006,Hognoul,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Awans
4161,0,61079D,3000,60000,61000,61079,Villers-aux-Tours,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Huy,,,Anthisnes
4650,0,63035E,3000,60000,63000,63035,Grand-Rechain,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Herve
4257,0,64008C,3000,60000,64000,64008,Corswarem,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Waremme,,,Berloz
6210,0,52075D,3000,50000,52000,52075,Frasnes-lez-Gosselies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Les Bons Villers
7802,0,51004L,3000,50000,51000,51004,Ormeignies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Ath
6200,0,52012C,3000,50000,52000,52012,Bouffioulx,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Châtelet
7000,0,53053A,3000,50000,53000,53053,Mons,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Mons
7021,0,53053H,3000,50000,53000,53053,Havré,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Mons
1033,1,21015A,1000,,21000,21015,Schaerbeek,Schaarbeek,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Schaarbeek,Schaerbeek
1006,1,21004-Z,1000,,21000,21004,Bruxelles,Brussel,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Brussel,Bruxelles
1043,1,21015A,1000,,21000,21015,Schaerbeek,Schaarbeek,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Schaarbeek,Schaerbeek
1060,0,21013A,1000,,21000,21013,Saint-Gilles,Sint-Gillis,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Sint-Gillis,Saint-Gilles
1300,0,25112C,3000,20002,25000,25112,Limal,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Wavre
2170,0,11002Q,2000,10000,11000,11002,,Merksem,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Antwerpen,
2630,0,11001A,2000,10000,11000,11001,,Aartselaar,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Aartselaar,
7711,0,54007D,3000,50000,57000,57096,Dottignies,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,Moeskroen,Mouscron
6210,0,52075B,3000,50000,52000,52075,Wayaux,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Les Bons Villers
7190,0,55050A,3000,50000,55000,55050,Écaussinnes-d'Enghien,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Zinnik,Soignies,,,Écaussinnes
1120,0,21004-Z,1000,,21000,21004,Bruxelles,Brussel,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Brussel,Bruxelles
1150,0,21019A,1000,,21000,21019,Woluwe-Saint-Pierre,Sint-Pieters-Woluwe,,,Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale,,,,,Brussel-Hoofdstad,Bruxelles-Capitale,,Sint-Pieters-Woluwe,Woluwe-Saint-Pierre
1320,0,25005A,3000,20002,25000,25005,Beauvechain,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Beauvechain
1331,0,25091C,3000,20002,25000,25091,Rosières,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Rixensart
1348,0,25068A,3000,20002,25000,25068,Mont-Saint-Guibert,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Mont-Saint-Guibert
1404,0,25072E,3000,20002,25000,25072,Bornival,,,Wallonische Region,Waals Gewest,Région wallonne,,,Brabant wallon (le),,,Nivelles,,,Nivelles
2520,0,11035C,2000,10000,11000,11035,,Broechem,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Ranst,
2490,0,13003A,2000,10000,13000,13003,,Balen,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Balen,
2530,0,11004A,2000,10000,11000,11004,,Boechout,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Antwerpen,,,Boechout,
2270,0,13012A,2000,10000,13000,13012,,Herenthout,,,Vlaams Gewest,Région flamande,,Antwerpen,,,Turnhout,,,Herenthout,
5621,0,93022K,3000,90000,93000,93022,Hanzinelle,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Philippeville,,,Florennes
5640,0,92087A,3000,90000,92000,92087,Mettet,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Mettet
5537,0,91005D,3000,90000,91000,91005,Bioul,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Anhée
5020,0,92094L-II,3000,90000,92000,92094,Vedrin,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Namur
5377,0,91120H,3000,90000,91000,91120,Heure,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Somme-Leuze
5081,0,92141D,3000,90000,92000,92141,Saint-Denis,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,La Bruyère
3501,0,71022B,2000,70000,71000,71022,,Wimmertingen,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Hasselt,,,Hasselt,
3620,0,73042A,2000,70000,73000,73042,,Lanaken,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Tongeren,Tongres,,Lanaken,
3950,0,72003A,2000,70000,72000,72003,,Bocholt,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Bocholt,
8850,0,37020A,2000,30000,37000,37020,,Ardooie,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Tielt,,,Ardooie,
6821,0,85011D,3000,80000,85000,85011,Lacuisine,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Florenville
6834,0,84010K,3000,80000,84000,84010,Bellevaux,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Bouillon
6852,0,84050B,3000,80000,84000,84050,Opont,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Paliseul
6853,0,84050C,3000,80000,84000,84050,Framont,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Neufchâteau,,,Paliseul
6997,0,83013A,3000,80000,83000,83013,Érezée,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Marche-en-Famenne,,,Érezée
1654,0,23003D,2000,20001,23000,23003,,Huizingen,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Beersel,
3118,0,24094B,2000,20001,24000,24094,,Werchter,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Leuven,,,Rotselaar,
1653,0,23003C,2000,20001,23000,23003,,Dworp,,,Vlaams Gewest,Région flamande,,Vlaams-Brabant,Brabant flamand (le),,Halle-Vilvoorde,Hal-Vilvorde,,Beersel,
9270,0,42010A,2000,40000,42000,42010,,Laarne,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Dendermonde,,,Laarne,
9290,0,42003B,2000,40000,42000,42003,,Uitbergen,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Dendermonde,,,Berlare,
9681,0,45064B,2000,40000,45000,45064,,Nukerke,,,Vlaams Gewest,Région flamande,,Oost-Vlaanderen,Flandre orientale (la),,Oudenaarde,Audenarde,,Maarkedal,
4761,0,63012B,3000,60000,63000,63012,,,Rocherath,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Büllingen,,Bullange
4140,0,62100A,3000,60000,62000,62100,Sprimont,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Sprimont
4877,0,63057A,3000,60000,63000,63057,Olne,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Olne
4670,0,62119B,3000,60000,62000,62119,Mortier,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Blegny
4750,0,63013B,3000,60000,63000,63013,,,Elsenborn,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Bütgenbach,,Butgenbach
4780,0,63067-Z,3000,60000,63000,63067,,,Sankt Vith,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,Sankt Vith,,Saint-Vith
4051,0,62022D,3000,60000,62000,62022,Vaux-sous-Chèvremont,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,,,Liège,,,Chaudfontaine
4652,0,63035F,3000,60000,63000,63035,Xhendelesse,,,Wallonische Region,Waals Gewest,Région wallonne,Lüttich,,Liège,Verviers,,Verviers,,,Herve
7740,0,57062A,3000,50000,57000,57062,Pecq,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Pecq
6221,0,52021F,3000,50000,52000,52021,Saint-Amand,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Fleurus
7942,0,51012D,3000,50000,51000,51012,Mévergnies-lez-Lens,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Aat,Ath,,,Brugelette
7332,0,53070F,3000,50000,53000,53070,Sirault,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Saint-Ghislain
7010,0,53053G,3000,50000,53000,53053,Maisières,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Mons,,,Mons
6500,0,56005D,3000,50000,56000,56005,Solre-Saint-Géry,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Beaumont
6250,0,52074A,3000,50000,52000,52074,Aiseau,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Charleroi,,,Aiseau-Presles
7624,0,57093D,3000,50000,57000,57093,Howardries,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Brunehaut
7611,0,57072C,3000,50000,57000,57072,La Glanerie,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,Doornik en Moeskroen,Tournai et Mouscron,,,Rumes
7130,0,56011A,3000,50000,58000,58002,Binche,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,La Louvière,,,Binche
6560,0,56022B,3000,50000,56000,56022,Solre-sur-Sambre,,,Wallonische Region,Waals Gewest,Région wallonne,,Henegouwen,Hainaut (le),,,Thuin,,,Erquelinnes
5560,0,91072C,3000,90000,91000,91072,Mesnil-Église,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Houyet
5363,0,91059E,3000,90000,91000,91059,Emptinne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Hamois
5600,0,93056N,3000,90000,93000,93056,Sautour,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Philippeville,,,Philippeville
5641,0,92087D,3000,90000,92000,92087,Furnaux,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Mettet
5501,0,91034B,3000,90000,91000,91034,Lisogne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Dinant,,,Dinant
5651,0,93088J,3000,90000,93000,93088,Gourdinne,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Philippeville,,,Walcourt
5030,0,92142A-I,3000,90000,92000,92142,Gembloux,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Gembloux
5150,0,92045A,3000,90000,92000,92045,Floreffe,,,Wallonische Region,Waals Gewest,Région wallonne,,,Namur,,,Namur,,,Floreffe
3660,0,71047A,2000,70000,72000,72042,,Opglabbeek,,,Vlaams Gewest,Région flamande,,Limburg,Limbourg (le),,Maaseik,,,Oudsbergen,
8610,0,32011B,2000,30000,32000,32011,,Handzame,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Diksmuide,,,Kortemark,
8755,0,37012A,2000,30000,37000,37012,,Ruiselede,,,Vlaams Gewest,Région flamande,,West-Vlaanderen,Flandre occidentale (la),,Tielt,,,Ruiselede,
6630,0,81013A,3000,80000,81000,81013,Martelange,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Arlon,,,Martelange
6660,0,82014A,3000,80000,82000,82014,Houffalize,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Bastogne,,,Houffalize
6781,0,81015B,3000,80000,81000,81015,Sélange,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Arlon,,,Messancy
6813,0,85007F,3000,80000,85000,85007,Termes,,,Wallonische Region,Waals Gewest,Région wallonne,,,Luxembourg,,,Virton,,,Chiny
